"","Timing","Event","event_type","H_A","added_time","match_date","event_player","match_id"
"3601",64,"ALEX REVELL (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","HOME",0,"23-09-2017","ALEX REVELL",38
"3602",64,"FOUL BY NATHANIEL KNIGHT-PERCIVAL (BRADFORD CITY).","FOUL OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3603",60,"ADAM CHICKSEN (BRADFORD CITY) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","HOME",0,"23-09-2017","NONE",38
"3604",60,"FOUL BY BILLY WATERS (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"23-09-2017","BILLY WATERS",38
"3605",55,"FOUL BY JAKE REEVES (BRADFORD CITY).","FOUL OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3606",55,"BRENDON MOLONEY (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","HOME",0,"23-09-2017","BRENDON MOLONEY",38
"3607",50,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY TONY MCMAHON.","CORNER COBBLERS","HOME",0,"23-09-2017","NONE",38
"3608",49,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY ADAM CHICKSEN.","CORNER COBBLERS","HOME",0,"23-09-2017","NONE",38
"3609",45,"SECOND HALF BEGINS NORTHAMPTON TOWN 0, BRADFORD CITY 1.","NONE","HOME",0,"23-09-2017","NONE",38
"3610",45,"FIRST HALF ENDS, NORTHAMPTON TOWN 0, BRADFORD CITY 1.","NONE","HOME",2,"23-09-2017","NONE",38
"3611",45,"AARON PIERRE (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","HOME",0,"23-09-2017","AARON PIERRE",38
"3612",45,"FOUL BY CHARLIE WYKE (BRADFORD CITY).","FOUL OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3613",44,"FOUL BY DOMINIC POLEON (BRADFORD CITY).","FOUL OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3614",44,"BRENDON MOLONEY (NORTHAMPTON TOWN) WINS A FREE KICK ON THE LEFT WING.","FREE KICK COBBLERS","HOME",0,"23-09-2017","BRENDON MOLONEY",38
"3615",43,"ATTEMPT MISSED. AARON PIERRE (NORTHAMPTON TOWN) HEADER FROM THE LEFT SIDE OF THE SIX YARD BOX IS CLOSE, BUT MISSES TO THE LEFT.","GOAL ATTEMPT COBBLERS","HOME",0,"23-09-2017","AARON PIERRE",38
"3616",43,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY COLIN DOYLE.","CORNER COBBLERS","HOME",0,"23-09-2017","NONE",38
"3617",43,"ATTEMPT SAVED. MATT CROOKS (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM THE CENTRE OF THE BOX IS SAVED IN THE BOTTOM RIGHT CORNER.","GOAL ATTEMPT COBBLERS","HOME",0,"23-09-2017","MATT CROOKS",38
"3618",40,"FOUL BY MATT CROOKS (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"23-09-2017","MATT CROOKS",38
"3619",40,"ROMAIN VINCELOT (BRADFORD CITY) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","HOME",0,"23-09-2017","NONE",38
"3620",38,"ROMAIN VINCELOT (BRADFORD CITY) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","HOME",0,"23-09-2017","NONE",38
"3621",38,"FOUL BY DANIEL POWELL (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"23-09-2017","DANIEL POWELL",38
"3622",38,"SUBSTITUTION, NORTHAMPTON TOWN. BILLY WATERS REPLACES CHRIS LONG.","SUBSTITUTION COBBLERS","HOME",0,"23-09-2017","NONE",38
"3623",34,"GOAL!  NORTHAMPTON TOWN 0, BRADFORD CITY 1. TONY MCMAHON (BRADFORD CITY) FROM A FREE KICK WITH A RIGHT FOOTED SHOT TO THE TOP LEFT CORNER.","GOAL OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3624",33,"FOUL BY BRENDON MOLONEY (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"23-09-2017","BRENDON MOLONEY",38
"3625",33,"ALEX GILLIEAD (BRADFORD CITY) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","HOME",0,"23-09-2017","NONE",38
"3626",32,"ATTEMPT MISSED. ROMAIN VINCELOT (BRADFORD CITY) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS HIGH AND WIDE TO THE RIGHT.","GOAL ATTEMPT OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3627",31,"CORNER,  BRADFORD CITY. CONCEDED BY REGAN POOLE.","CORNER OPPOSITION","HOME",0,"23-09-2017","REGAN POOLE",38
"3628",28,"CHARLIE WYKE (BRADFORD CITY) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","HOME",0,"23-09-2017","NONE",38
"3629",28,"FOUL BY AARON PIERRE (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"23-09-2017","AARON PIERRE",38
"3630",25,"CORNER,  BRADFORD CITY. CONCEDED BY AARON PIERRE.","CORNER OPPOSITION","HOME",0,"23-09-2017","AARON PIERRE",38
"3631",23,"ATTEMPT SAVED. DAVID BUCHANAN (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT COBBLERS","HOME",0,"23-09-2017","DAVID BUCHANAN",38
"3632",20,"ATTEMPT SAVED. CHARLIE WYKE (BRADFORD CITY) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3633",19,"ATTEMPT BLOCKED. DOMINIC POLEON (BRADFORD CITY) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3634",18,"ALEX REVELL (NORTHAMPTON TOWN) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK COBBLERS","HOME",0,"23-09-2017","ALEX REVELL",38
"3635",18,"FOUL BY ROMAIN VINCELOT (BRADFORD CITY).","FOUL OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3636",17,"FOUL BY DANIEL POWELL (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"23-09-2017","DANIEL POWELL",38
"3637",17,"TONY MCMAHON (BRADFORD CITY) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","HOME",0,"23-09-2017","NONE",38
"3638",14,"FOUL BY ASH TAYLOR (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"23-09-2017","ASH TAYLOR",38
"3639",14,"NICKY LAW (BRADFORD CITY) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK OPPOSITION - RIGHT WING","HOME",0,"23-09-2017","NONE",38
"3640",9,"ATTEMPT SAVED. CHRIS LONG (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT COBBLERS","HOME",0,"23-09-2017","CHRIS LONG",38
"3641",8,"FOUL BY TONY MCMAHON (BRADFORD CITY).","FOUL OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3642",8,"DANIEL POWELL (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","HOME",0,"23-09-2017","DANIEL POWELL",38
"3643",6,"ATTEMPT SAVED. NICKY LAW (BRADFORD CITY) RIGHT FOOTED SHOT FROM THE CENTRE OF THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3644",3,"FOUL BY BRENDON MOLONEY (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"23-09-2017","BRENDON MOLONEY",38
"3645",3,"DOMINIC POLEON (BRADFORD CITY) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","HOME",0,"23-09-2017","NONE",38
"3646",2,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY ADAM CHICKSEN.","CORNER COBBLERS","HOME",0,"23-09-2017","NONE",38
"3647",1,"FOUL BY ROMAIN VINCELOT (BRADFORD CITY).","FOUL OPPOSITION","HOME",0,"23-09-2017","NONE",38
"3648",1,"MATT CROOKS (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","HOME",0,"23-09-2017","MATT CROOKS",38
"3649",0,"FIRST HALF BEGINS.","NONE","HOME",0,"23-09-2017","NONE",38
"3650",NA,"LINEUPS ARE ANNOUNCED AND PLAYERS ARE WARMING UP.","NONE","HOME",0,"23-09-2017","NONE",38
"3651",0,"MATCH ENDS, WIGAN ATHLETIC 1, NORTHAMPTON TOWN 0.","NONE","AWAY",0,"19-09-2017","NONE",39
"3652",90,"SECOND HALF ENDS, WIGAN ATHLETIC 1, NORTHAMPTON TOWN 0.","NONE","AWAY",5,"19-09-2017","NONE",39
"3653",90,"CORNER,  WIGAN ATHLETIC. CONCEDED BY ASH TAYLOR.","CORNER OPPOSITION","AWAY",4,"19-09-2017","ASH TAYLOR",39
"3654",90,"SAM MORSY (WIGAN ATHLETIC) HITS THE RIGHT POST WITH A RIGHT FOOTED SHOT FROM THE CENTRE OF THE BOX.","GOAL ATTEMPT OPPOSITION","AWAY",4,"19-09-2017","NONE",39
"3655",90,"LEE EVANS (WIGAN ATHLETIC) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK OPPOSITION - ATTACKING HALF","AWAY",2,"19-09-2017","NONE",39
"3656",90,"FOUL BY REGAN POOLE (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",2,"19-09-2017","REGAN POOLE",39
"3657",90,"ATTEMPT MISSED. DANIEL POWELL (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM THE CENTRE OF THE BOX IS TOO HIGH FOLLOWING A SET PIECE SITUATION.","GOAL ATTEMPT COBBLERS","AWAY",1,"19-09-2017","DANIEL POWELL",39
"3658",90,"MATT GRIMES (NORTHAMPTON TOWN) WINS A FREE KICK ON THE LEFT WING.","FREE KICK COBBLERS","AWAY",1,"19-09-2017","MATT GRIMES",39
"3659",90,"FOUL BY SAM MORSY (WIGAN ATHLETIC).","FOUL OPPOSITION","AWAY",1,"19-09-2017","NONE",39
"3660",90,"ATTEMPT SAVED. IVAN TONEY (WIGAN ATHLETIC) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE BOTTOM RIGHT CORNER.","GOAL ATTEMPT OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3661",88,"CORNER,  WIGAN ATHLETIC. CONCEDED BY REGAN POOLE.","CORNER OPPOSITION","AWAY",0,"19-09-2017","REGAN POOLE",39
"3662",87,"ATTEMPT MISSED. LEE EVANS (WIGAN ATHLETIC) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS JUST A BIT TOO HIGH FROM A DIRECT FREE KICK.","GOAL ATTEMPT OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3663",87,"FOUL BY REGAN POOLE (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","REGAN POOLE",39
"3664",87,"MICHAEL JACOBS (WIGAN ATHLETIC) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK OPPOSITION - ATTACKING HALF","AWAY",0,"19-09-2017","NONE",39
"3665",85,"HAND BALL BY ALEX REVELL (NORTHAMPTON TOWN).","HANDBALL COBBLERS","AWAY",0,"19-09-2017","NONE",39
"3666",84,"SUBSTITUTION, WIGAN ATHLETIC. MAX POWER REPLACES GARY ROBERTS.","SUBSTITUTION OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3667",82,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY DAN BURN.","CORNER COBBLERS","AWAY",0,"19-09-2017","NONE",39
"3668",81,"DANIEL POWELL (NORTHAMPTON TOWN) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK COBBLERS","AWAY",0,"19-09-2017","DANIEL POWELL",39
"3669",81,"FOUL BY CHEYENNE DUNKLEY (WIGAN ATHLETIC).","FOUL OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3670",80,"RYAN COLCLOUGH (WIGAN ATHLETIC) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","AWAY",0,"19-09-2017","NONE",39
"3671",80,"FOUL BY DEAN BOWDITCH (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","DEAN BOWDITCH",39
"3672",78,"DEAN BOWDITCH (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD COBBLERS","AWAY",0,"19-09-2017","DEAN BOWDITCH",39
"3673",78,"LEE EVANS (WIGAN ATHLETIC) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"19-09-2017","NONE",39
"3674",78,"FOUL BY DEAN BOWDITCH (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","DEAN BOWDITCH",39
"3675",75,"SUBSTITUTION, WIGAN ATHLETIC. RYAN COLCLOUGH REPLACES GAVIN MASSEY.","SUBSTITUTION OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3676",75,"SUBSTITUTION, NORTHAMPTON TOWN. DEAN BOWDITCH REPLACES RAHEEM HANLEY.","SUBSTITUTION COBBLERS","AWAY",0,"19-09-2017","NONE",39
"3677",74,"SUBSTITUTION, WIGAN ATHLETIC. IVAN TONEY REPLACES WILLIAM GRIGG.","SUBSTITUTION OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3678",74,"ATTEMPT MISSED. CHRIS LONG (NORTHAMPTON TOWN) HEADER FROM THE CENTRE OF THE BOX MISSES TO THE RIGHT.","GOAL ATTEMPT COBBLERS","AWAY",0,"19-09-2017","CHRIS LONG",39
"3679",74,"ATTEMPT SAVED. LEON BARNETT (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM THE CENTRE OF THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT COBBLERS","AWAY",0,"19-09-2017","LEON BARNETT",39
"3680",73,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY CHEYENNE DUNKLEY.","CORNER COBBLERS","AWAY",0,"19-09-2017","NONE",39
"3681",70,"FOUL BY MICHAEL JACOBS (WIGAN ATHLETIC).","FOUL OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3682",70,"BRENDON MOLONEY (NORTHAMPTON TOWN) WINS A FREE KICK ON THE LEFT WING.","FREE KICK COBBLERS","AWAY",0,"19-09-2017","BRENDON MOLONEY",39
"3683",70,"FOUL BY ALEX REVELL (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","ALEX REVELL",39
"3684",70,"LEE EVANS (WIGAN ATHLETIC) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"19-09-2017","NONE",39
"3685",68,"SUBSTITUTION, NORTHAMPTON TOWN. ALEX REVELL REPLACES MARC RICHARDS.","SUBSTITUTION COBBLERS","AWAY",0,"19-09-2017","NONE",39
"3686",68,"GAVIN MASSEY (WIGAN ATHLETIC) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","AWAY",0,"19-09-2017","NONE",39
"3687",68,"FOUL BY RAHEEM HANLEY (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","RAHEEM HANLEY",39
"3688",66,"ATTEMPT MISSED. DAN BURN (WIGAN ATHLETIC) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX MISSES TO THE RIGHT.","GOAL ATTEMPT OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3689",66,"ATTEMPT BLOCKED. GARY ROBERTS (WIGAN ATHLETIC) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3690",65,"LEE EVANS (WIGAN ATHLETIC) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"19-09-2017","NONE",39
"3691",65,"FOUL BY MARC RICHARDS (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","MARC RICHARDS",39
"3692",62,"SUBSTITUTION, NORTHAMPTON TOWN. CHRIS LONG REPLACES YASER KASIM.","SUBSTITUTION COBBLERS","AWAY",0,"19-09-2017","NONE",39
"3693",60,"CORNER,  WIGAN ATHLETIC. CONCEDED BY MATT INGRAM.","CORNER OPPOSITION","AWAY",0,"19-09-2017","MATT INGRAM",39
"3694",60,"ATTEMPT SAVED. LEE EVANS (WIGAN ATHLETIC) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE BOTTOM LEFT CORNER.","GOAL ATTEMPT OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3695",59,"ATTEMPT MISSED. MATT GRIMES (NORTHAMPTON TOWN) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS CLOSE, BUT MISSES TO THE RIGHT.","GOAL ATTEMPT COBBLERS","AWAY",0,"19-09-2017","MATT GRIMES",39
"3696",58,"MICHAEL JACOBS (WIGAN ATHLETIC) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3697",58,"FOUL BY MICHAEL JACOBS (WIGAN ATHLETIC).","FOUL OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3698",58,"BRENDON MOLONEY (NORTHAMPTON TOWN) WINS A FREE KICK ON THE LEFT WING.","FREE KICK COBBLERS","AWAY",0,"19-09-2017","BRENDON MOLONEY",39
"3699",56,"GOAL!  WIGAN ATHLETIC 1, NORTHAMPTON TOWN 0. MICHAEL JACOBS (WIGAN ATHLETIC) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX TO THE TOP RIGHT CORNER.","GOAL OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3700",54,"ATTEMPT BLOCKED. GARY ROBERTS (WIGAN ATHLETIC) LEFT FOOTED SHOT FROM THE LEFT SIDE OF THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3701",53,"REECE JAMES (WIGAN ATHLETIC) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","AWAY",0,"19-09-2017","NONE",39
"3702",53,"FOUL BY DANIEL POWELL (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","DANIEL POWELL",39
"3703",53,"HAND BALL BY REGAN POOLE (NORTHAMPTON TOWN).","HANDBALL COBBLERS","AWAY",0,"19-09-2017","NONE",39
"3704",52,"CORNER,  WIGAN ATHLETIC. CONCEDED BY RAHEEM HANLEY.","CORNER OPPOSITION","AWAY",0,"19-09-2017","RAHEEM HANLEY",39
"3705",49,"FOUL BY YASER KASIM (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","YASER KASIM",39
"3706",49,"LEE EVANS (WIGAN ATHLETIC) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK OPPOSITION - ATTACKING HALF","AWAY",0,"19-09-2017","NONE",39
"3707",47,"FOUL BY RAHEEM HANLEY (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","RAHEEM HANLEY",39
"3708",47,"NATHAN BYRNE (WIGAN ATHLETIC) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK OPPOSITION - RIGHT WING","AWAY",0,"19-09-2017","NONE",39
"3709",45,"SECOND HALF BEGINS WIGAN ATHLETIC 0, NORTHAMPTON TOWN 0.","NONE","AWAY",0,"19-09-2017","NONE",39
"3710",45,"FIRST HALF ENDS, WIGAN ATHLETIC 0, NORTHAMPTON TOWN 0.","NONE","AWAY",5,"19-09-2017","NONE",39
"3711",45,"FOUL BY NATHAN BYRNE (WIGAN ATHLETIC).","FOUL OPPOSITION","AWAY",1,"19-09-2017","NONE",39
"3712",45,"MARC RICHARDS (NORTHAMPTON TOWN) WINS A FREE KICK ON THE LEFT WING.","FREE KICK COBBLERS","AWAY",1,"19-09-2017","MARC RICHARDS",39
"3713",44,"SAM MORSY (WIGAN ATHLETIC) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3714",44,"FOUL BY SAM MORSY (WIGAN ATHLETIC).","FOUL OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3715",44,"REGAN POOLE (NORTHAMPTON TOWN) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK COBBLERS","AWAY",0,"19-09-2017","REGAN POOLE",39
"3716",38,"FOUL BY DAN BURN (WIGAN ATHLETIC).","FOUL OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3717",38,"DANIEL POWELL (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","AWAY",0,"19-09-2017","DANIEL POWELL",39
"3718",37,"SAM MORSY (WIGAN ATHLETIC) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","AWAY",0,"19-09-2017","NONE",39
"3719",37,"FOUL BY MATT GRIMES (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","MATT GRIMES",39
"3720",35,"DELAY IN MATCH MATT GRIMES (NORTHAMPTON TOWN) BECAUSE OF AN INJURY.","INJURY COBBLERS","AWAY",0,"19-09-2017","MATT GRIMES",39
"3721",34,"CORNER,  WIGAN ATHLETIC. CONCEDED BY REGAN POOLE.","CORNER OPPOSITION","AWAY",0,"19-09-2017","REGAN POOLE",39
"3722",34,"LEE EVANS (WIGAN ATHLETIC) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"19-09-2017","NONE",39
"3723",34,"FOUL BY MATT GRIMES (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","MATT GRIMES",39
"3724",29,"DAN BURN (WIGAN ATHLETIC) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"19-09-2017","NONE",39
"3725",29,"FOUL BY MARC RICHARDS (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","MARC RICHARDS",39
"3726",28,"ATTEMPT SAVED. MATT GRIMES (NORTHAMPTON TOWN) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE TOP LEFT CORNER.","GOAL ATTEMPT COBBLERS","AWAY",0,"19-09-2017","MATT GRIMES",39
"3727",26,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY DAN BURN.","CORNER COBBLERS","AWAY",0,"19-09-2017","NONE",39
"3728",25,"FOUL BY WILLIAM GRIGG (WIGAN ATHLETIC).","FOUL OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3729",25,"ASH TAYLOR (NORTHAMPTON TOWN) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK COBBLERS","AWAY",0,"19-09-2017","ASH TAYLOR",39
"3730",23,"FOUL BY MARC RICHARDS (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","MARC RICHARDS",39
"3731",23,"CHEYENNE DUNKLEY (WIGAN ATHLETIC) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK OPPOSITION - ATTACKING HALF","AWAY",0,"19-09-2017","NONE",39
"3732",21,"CORNER,  WIGAN ATHLETIC. CONCEDED BY RAHEEM HANLEY.","CORNER OPPOSITION","AWAY",0,"19-09-2017","RAHEEM HANLEY",39
"3733",16,"DELAY IN MATCH YASER KASIM (NORTHAMPTON TOWN) BECAUSE OF AN INJURY.","INJURY COBBLERS","AWAY",0,"19-09-2017","YASER KASIM",39
"3734",16,"CORNER,  WIGAN ATHLETIC. CONCEDED BY REGAN POOLE.","CORNER OPPOSITION","AWAY",0,"19-09-2017","REGAN POOLE",39
"3735",15,"FOUL BY MARC RICHARDS (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","MARC RICHARDS",39
"3736",15,"DAN BURN (WIGAN ATHLETIC) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK OPPOSITION - ATTACKING HALF","AWAY",0,"19-09-2017","NONE",39
"3737",14,"FOUL BY DAN BURN (WIGAN ATHLETIC).","FOUL OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3738",14,"MATT GRIMES (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","AWAY",0,"19-09-2017","MATT GRIMES",39
"3739",13,"CORNER,  WIGAN ATHLETIC. CONCEDED BY ASH TAYLOR.","CORNER OPPOSITION","AWAY",0,"19-09-2017","ASH TAYLOR",39
"3740",9,"FOUL BY GARY ROBERTS (WIGAN ATHLETIC).","FOUL OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3741",9,"BRENDON MOLONEY (NORTHAMPTON TOWN) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK COBBLERS","AWAY",0,"19-09-2017","BRENDON MOLONEY",39
"3742",8,"ATTEMPT MISSED. GAVIN MASSEY (WIGAN ATHLETIC) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS CLOSE, BUT MISSES TO THE RIGHT.","GOAL ATTEMPT OPPOSITION","AWAY",0,"19-09-2017","NONE",39
"3743",8,"ATTEMPT BLOCKED. BRENDON MOLONEY (NORTHAMPTON TOWN) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT COBBLERS","AWAY",0,"19-09-2017","BRENDON MOLONEY",39
"3744",4,"GARY ROBERTS (WIGAN ATHLETIC) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","AWAY",0,"19-09-2017","NONE",39
"3745",4,"FOUL BY REGAN POOLE (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","REGAN POOLE",39
"3746",4,"FOUL BY REGAN POOLE (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","REGAN POOLE",39
"3747",4,"WILLIAM GRIGG (WIGAN ATHLETIC) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"19-09-2017","NONE",39
"3748",2,"FOUL BY DANIEL POWELL (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"19-09-2017","DANIEL POWELL",39
"3749",2,"SAM MORSY (WIGAN ATHLETIC) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK OPPOSITION - RIGHT WING","AWAY",0,"19-09-2017","NONE",39
"3750",0,"FIRST HALF BEGINS.","NONE","AWAY",0,"19-09-2017","NONE",39
"3751",0,"THIS MATCH HAS BEEN POSTPONED TO PLAY AT A LATER DATE.","NONE","AWAY",0,"19-09-2017","NONE",39
"3752",NA,"LINEUPS ARE ANNOUNCED AND PLAYERS ARE WARMING UP.","NONE","AWAY",0,"19-09-2017","NONE",39
